title,company,location,salary_min,salary_max,description,externalurl,posteddate,expirationdate,category,jobtype,status
"PILNŲ KROVINIŲ specialistas (-ė) ANGLŲ, LENKŲ, RUSŲ kalbos",UAB „Blunitrans“,Vilnius,2000,5000,"Darbo pobūdis
Pilnų krovinių gabenimo organizavimas samdytu transportu iš Vakarų Europos į Lietuvą ir NVS šalis;
Vežėjų ir klientų paieška, kontaktų užmezgimas, derybos;
Su krovinių ekspedijavimu susijusios dokumentacijos administravimas;
Iškilusių problemų sprendimas.
Reikalavimai darbuotojui
MAŽIAUSIAI METAI sėkmingos patirties dirbant su pilnais kroviniais;
Geros anglų ir rusų kalbos žinios (PRIVALOMA), lenkų kalba būtų privalumas;
Plati vežėjų bazė būtų didelis privalumas;
Noras tobulėti ir pasiekti daugiau;
Savarankiškumas;
Geri derybiniai bei organizaciniai įgūdžiai;
Gebėjimas dirbti stresinėse situacijose;
Atkaklumas, kruopštumas, gebėjimas dirbti komandoje;
Įmonė siūlo
PALANKESNES FINANSINES SĄLYGAS NEI TURITE ŠIUO METU (aptariama individualiai, priklausomai nuo turimos patirties);
ĮMONĖS AUTOMOBILĮ esant aukštiems rezultatams;
NAUJAS IDĖJAS DAR SĖKMINGESNIAM DARBUI;
TURIMĄ KROVINIŲ SRAUTĄ;
VISIŠKĄ VADOVO PALAIKYMĄ, DĖMESĮ IR PAGALBĄ;
Savirealizacijos galimybes ir profesinį augimą;
Realias karjeros galimybes;
Pagarbų požiūrį į darbuotojus;
Darbo vietą moderniame verslo centre.
Atlyginimas
2000-5000
                                €/mėn.
                                į rankas",https://www.cvbankas.lt/pilnu-kroviniu-specialistas-e-anglu-lenku-rusu-kalbos-vilniuje/1-13760825,2026-04-16,2026-05-16,Logistika / Transportas,,ACTIVE
Naktinis (-ė) transporto vadybininkas (-ė) (puiki pozicija studentams),UAB „Transimeksa“,Vilnius,600,600,"Jūsų atsakomybės:
Darbo laikas: 20:00–07:00 val., (2 vakarinės / naktinės pamainos per savaitę).
Įmonės vilkikų, vykdančių tarptautinius reisus, maršrutų planavimas ir koordinavimas;
Pakrovimo ir iškrovimo procesų kontrolė, terminų laikymosi užtikrinimas;
Maršrutų koregavimas bei operatyvus problemų sprendimas realiu laiku;
Vairuotojų darbo ir poilsio režimo laikymosi priežiūra;
Aiškios ir savalaikės informacijos teikimas vairuotojams (maršrutai, dokumentacija, kuro pylimas, nenumatyti įvykiai ir kt.);
Darbas pagal dieninės transporto vadybininko pamainos perduotas užduotis, užtikrinant darbų tęstinumą nakties metu;
Kitų tiesioginio vadovo pavestų užduočių vykdymas.
Tikimės, kad Jūs:
Gebate komunikuoti rusų ir anglų kalbomis (pakanka šnekamosios kalbos);
Turite darbo kompiuteriu įgūdžius;
Pasižymite greita orientacija ir gebėjimu operatyviai priimti sprendimus;
Turite galimybę dirbti naktinėmis pamainomis (20:00–07:00 val.).
Mes siūlome:
Atsakingą poziciją stabilioje ir augančioje tarptautinėje įmonėje;
Kompetentingą vadovą, užtikrinantį aiškią kryptį ir profesinį tobulėjimą;
Finansinį paskatinimą prisijungus prie įmonės vidinių iniciatyvų;
Papildomą sveikatos draudimą ir partnerių nuolaidas;
Laisvą dieną gimtadienio proga;
Papildomas naudas ypatingomis gyvenimo progomis (vienkartines išmokas, papildomus laisvadienius ir kt.);
Nemokamą automobilių stovėjimo vietą šalia biuro.
Atlyginimas
Nuo 600
                                €/mėn.
                                į rankas
Konkretus darbo užmokestis nustatomas atsižvelgiant į kandidato patirtį ir kompetencijas.",https://www.cvbankas.lt/naktinis-e-transporto-vadybininkas-e-puiki-pozicija-studentams-vilniuje/1-13787893,2026-04-16,2026-05-16,Logistika / Transportas,,ACTIVE
Muitinės tarpininkas,UAB „DHL Logistics Lietuva“,Vilnius,1700,1700,"Darbo pobūdis
Importuojamų ir eksportuojamų siuntų muitinis deklaravimas pagal galiojančius teisės aktus bei DHL vidaus procedūras.
Darbas su muitinės sandėliu: krovinių apskaita ir susijusios dokumentacijos tvarkymas.
Bendradarbiavimas su muitinės pareigūnais, siuntų pateikimas muitiniam tikrinimui.
Konsultacijų teikimas klientams ir DHL kolegoms su deklaravimo bei išmuitinimo klausimais.
Muitinės teisės aktų pasikeitimų stebėjimas, aktualios informacijos perdavimas suinteresuotiems padaliniams.
Ataskaitų rengimas ir kitos su pareigomis susijusios užduotys.
Būtų puiku, jei Tu turi:
Turi ne mažesnę nei 1 metų darbo patirtį muitinės tarpininko srityje bei patirties dirbant su muitinės sistemomis (pvz., Avilda).
Turi galiojantį muitinės tarpininko pažymėjimą.
Pasižymi gerais kompiuterinio raštingumo ir darbo su dokumentais įgūdžiais.
Esi atsakingas (-a), tikslus (-i), organizuotas (-a), orientuotas (-a) į rezultatą ir gebi greitai reaguoti į besikeičiančias situacijas.
Moki aiškiai ir profesionaliai bendrauti su klientais bei kolegomis, vertini komandinį darbą.
Laisvai bendrauji lietuvių kalba ir gerai moki anglų kalbą (ne žemesnis nei B2 lygis).
Įmonė siūlo
Asmeninių kelionių draudimą pirmajai būtinosios pagalbos apsaugai.
Draudimą nuo nelaimingų atsitikimų.
Sveikatos draudimą po 1 metų darbo įmonėje.
Nemokamą automobilio parkavimą.
Hibridinį darbo modelį.
Atsakingą ir dinamišką darbą tarptautinėje verslo aplinkoje.
Profesinio augimo bei mokymų galimybes.
Šiuolaikišką darbo aplinką ir palaikančią komandą.
Darbo ir laisvalaikio balansas
Lankstus darbo grafikas
Biuras
Dušas
Transportas
Nemokamas automobilio parkingas
Atlyginimas
Nuo 1700
                                €/mėn.
                                neatskaičius mokesčių
Konkretus darbo užmokestis siūlomas atsižvelgiant į darbo patirtį, kompetenciją bei atitikimą pareigybės reikalavimams. Po bandomojo laikotarpio, papildomai mokama mėnesinė premija pagal rezultatus.",https://www.cvbankas.lt/muitines-tarpininkas-vilniuje/1-13787963,2026-04-16,2026-05-16,Logistika / Transportas,,ACTIVE
Transporto vadybininkas (-ė),UAB „Transimeksa“,Vilnius,1500,1850,"Jūsų atsakomybės:
Vilkikų judėjimo Europos teritorijoje planavimas, valdymas ir kontrolė;
Vairuotojų darbo organizavimas bei darbo ir poilsio režimo laikymosi užtikrinimas;
Operatyvus problemų sprendimas ir konsultavimas pervežimų metu;
Maršrutų planavimas, jų efektyvumo analizė ir optimizavimas;
Sklandus bendradarbiavimas su kitais įmonės skyriais ir padaliniais.
Tikimės, kad Jūs:
Turite patirties transporto ar logistikos srityje;
Gerai komunikuojate rusų ir anglų kalbomis (raštu ir žodžiu);
Esate orientuotas į rezultatus, nebijote iššūkių ir dinamiškos darbo aplinkos;
Pasižymite stipria vidine motyvacija ir atsakomybe;
Turite gerus organizacinius, analitinius ir planavimo įgūdžius bei gebate dirbti operatyviai;
Dirbate su Microsoft Office programomis.
Mes siūlome:
Atsakingą poziciją stabilioje ir augančioje tarptautinėje įmonėje;
Kompetentingą vadovą, užtikrinantį aiškią kryptį ir profesinį tobulėjimą;
Motyvacinius priedus;
Finansinį paskatinimą prisijungus prie įmonės vidinių iniciatyvų;
Papildomą sveikatos draudimą ir partnerių nuolaidas;
Laisvą dieną gimtadienio proga;
Papildomas naudas ypatingomis gyvenimo progomis (vienkartines išmokas, papildomus laisvadienius ir kt.);
Nemokamą automobilių stovėjimo vietą šalia biuro.
Atlyginimas
1500-1850
                                €/mėn.
                                į rankas
Konkretus darbo užmokestis nustatomas atsižvelgiant į kandidato patirtį ir kompetencijas.",https://www.cvbankas.lt/transporto-vadybininkas-e-vilniuje/1-13543161,2026-04-16,2026-05-16,Logistika / Transportas,,ACTIVE
TRANSPORTO VADYBININKAS (-Ė),UAB „MAGNETA LOGISTICS“,Vilnius,1600,2000,"Darbo pobūdis
Bendradarbiavimas su vairuotojais, vežėjais ir klientais spendžiant nesklandumus;
Tarptautinių pervežimų maršrutų planavimas ir transporto judėjimo valdymas;
Savalaikis užduočių pateikimas vairuotojui/vežėjui;
Komunikacija su klientais užtikrinant užsakymo gavimą laiku;
Užsakymo priėmimas, įkainių ir frachtų sutikrinimas pagal susitarimus;
Nedelsiant ir atsakingai reaguoti į problemas ir skundus, teikiant informaciją klientui;
Dokumentų patikra ir pateikimas klientui/apskaitos skyriui laiku;
Santykių palaikymas su įmonės klientais/vežėjais, užtikrinant kokybišką aptarnavimą;
Laikytis transporto politikos, saugos taisyklių, profesinių sąjungų ir vyriausybės nuostatų;
Įgyvendinti kaštų optimizavimo politiką.
Reikalavimai darbuotojui
Reikalingos anglų ir rusų kalbos žinios kasdienei komunikacijai;
Transporto maršrutų planavimas Europos sąjungos teritorijoje;
Kompiuterinis raštingumas;
Krovinių gabenimo ypatumų išmanymas;
Iniciatyvas, atsakingumas, gebėjimas dirbti individualiai ir komandoje.
Įmonė siūlo
Darbą profesionaliame, dinamiškame ir draugiškame kolektyve;
Konkurencingą atlygį ir priedus priklausančius nuo rezultatų;
Vidinius ir išorinius mokymus;
Skatinimus už pritrauktus naujus darbuotojus;
Papildomas atostogų dienas priklausomai nuo stažo organizacijoje;
Unikalią galimybę augti kaip specialistui įdomioje, ir greitai besikeičiančioje aplinkoje;
Darbuotojams skirtą skatinimo programą ir apdovanojimus;
Pramogas su kolektyvu;
Galimybę dalyvauti įmonės plėtros etape, įgyvendinant savo idėjas ir pasiūlymus.
Įmonė siūlo
Darbo ir laisvalaikio balansas
Papildomos apmokamos atostogos
Biuras
Stalo futbolas
Transportas
Nemokamas automobilio parkingas
Atlyginimas
1600-2000
                                €/mėn.
                                į rankas",https://www.cvbankas.lt/transporto-vadybininkas-e-vilniuje/1-13787797,2026-04-16,2026-05-16,Logistika / Transportas,,ACTIVE
Logistikos vadovas/ Ekspeditorius,A. Lingės įmonė,Vilnius,2000,2000,"Darbo pobūdis
Krovinių gabenimo organizavimas;
Bendravimas su klientais, vežėjais, tiekėjais;
Reikalavimai darbuotojui
Geri darbo kompiuteriu įgūdžiai
Įmonė siūlo
Darbo ir laisvalaikio balansas
Lankstus darbo grafikas
Galimybė dirbti nuotoliniu būdu
Atlyginimas
Nuo 2000
                                €/mėn.
                                į rankas",https://www.cvbankas.lt/logistikos-vadovas-ekspeditorius-vilniuje/1-9461316,2026-04-16,2026-05-16,Logistika / Transportas,,ACTIVE
TRANSPORTO VADYBININKAS (-Ė),UAB „People Link“,Kaunas,2200,3300,"Ar sieki turėti realią įtaką verslo augimui, o ne tik vykdyti kasdienes užduotis? Ieškai aplinkos, kur tavo sprendimai būtų svarbūs ir matomi?
Sparčiai besiplečianti transporto ir logistikos įmonė, veikianti visoje Europos Sąjungoje, stiprina savo komandą. Organizacija orientuojasi į efektyvius pervežimo sprendimus, investuoja į modernų, aukštus ekologinius standartus atitinkantį transporto parką bei vadovaujasi tarptautiniais kokybės standartais, užtikrinančiais sklandų ir patikimą krovinių judėjimą.
Komanda ieško Transporto vadybininko (-ės), kuris (-i) norėtų prisidėti prie tolimesnės plėtros ir kartu siekti ambicingų tikslų.
ATSAKOMYBĖS:
Analizuoti vykdomus pervežimus ir jų rezultatus, vertinti maršrutų efektyvumą bei teikti siūlymus procesų tobulinimui;
Užtikrinti sklandų ir tikslų informacijos perdavimą vairuotojams: teikti aktualius duomenis apie maršrutus, dokumentaciją, kuro planavimą bei kitus svarbius aspektus;
Koordinuoti vilkikų judėjimą Europos Sąjungoje, prižiūrėti maršrutų laikymąsi, terminus bei darbo ir poilsio režimo reikalavimus;
Palaikyti ryšius su esamais klientais, rūpintis ilgalaikių partnerystių vystymu ir, esant poreikiui, vykti į susitikimus užsienyje.
ĮMONĖ SIŪLO:
Atlyginimą nuo 2200 iki 3300 Eur (neatskaičius mokesčių) priklausomai nuo kompetencijos;
Lanksčias atostogų sąlygas ir galimybę naudotis įmonės partnerių nuolaidomis.
Savirealizacijos ir profesinio augimo galimybes: galimybę aplankyti užsienio klientus, kurti asmeninį ryšį jais ir taip prisidėti prie įmonės vystymosi. Komanda laukia tavo idėjų ir iniciatyvų, kurios bus išgirstos;
Įdomų ir aktyvų darbą perspektyvioje ir augančioje įmonėje;
REIKALAVIMAI:
Ne mažesnė nei 1 metų patirtis transporto valdymo srityje;
Rusų kalbos mokėjimas ir anglų kalbos pagrindai;
Atsakingumas, orientacija į rezultatą ir gebėjimas planuoti darbus;
Geri komunikaciniai įgūdžiai bei darbo kompiuteriu ir transporto valdymo sistemomis patirtis
PRIVATUMO POLITIKA:
Mūsų privatumo politika:
www.peoplelink.lt/privatumo-politika/
Atlyginimas
2200-3300
                                €/mėn.
                                neatskaičius mokesčių",https://www.cvbankas.lt/transporto-vadybininkas-e-kaune/1-13787341,2026-04-16,2026-05-16,Logistika / Transportas,,ACTIVE
Transporto vadybininko (-ės) asistentas (-ė),UAB „Transtira“,Vilnius,1305,1305,"Darbo pobūdis
Transporto vadybininko asistentas padeda vadybininkams organizuoti tarptautinius pervežimus, sekdamas krovinio judėjimą, bendraudamas su užsienio klientais ir partneriais, suvesdamas užsakymus į verslo valdymo sistemą bei tvarkydamas su pervežimu susijusią dokumentaciją.
Ieškome tavo talento!
Prisijunk prie dinamiškos Transtiros komandos kaip transporto vadybininko asistentas (-ė)! Išnaudok savo potencialą mokydamasis iš transporto rinkos profesionalų. Tai dinamiškas darbas nuobodžiauti nemėgstančiai asmenybei, kuris suteikia tobulėjimo, augimo ir karjeros galimybes!
Reikalavimai darbuotojui
Geri organizaciniai ir darbo laiko planavimo įgūdžiai;
Pozityvus nusiteikimas;
Mokėjimas dirbti savarankiškai;
Geros anglų ir rusų kalbos žinios.
Įmonė siūlo
Tobulėjimo ir karjeros galimybes;
Darbą jauname ir draugiškame kolektyve;
Papildomas naudas - papildomą sveikatos draudimą.
Sveikatingumas
Sveikatos draudimas
Biuras
Stalo futbolas
Žaidimų konsolės
Dviračių saugykla
Transportas
Nemokamas automobilio parkingas
Kiti privalumai
Reguliarūs mokymai
Atlyginimas
1305
                                €/mėn.
                                neatskaičius mokesčių
Taikomi priedai už papildomas užduotis.",https://www.cvbankas.lt/transporto-vadybininko-es-asistentas-e-vilniuje/1-13787229,2026-04-16,2026-05-16,Logistika / Transportas,,ACTIVE
Transporto operacijų koordinatorius(-ė) (darbas su kurjeriais),ACME įmonių grupė,Kaunas,1900,1900,"Kaip Transporto operacijų koordinatorius(-ė) Tu:
Koordinuosi kurjerinių siuntų užsakymus ir valdysi srautų paskirstymą Baltijos šalyse.
Administruosi transporto ir logistikos procesus: kontroliuosi sąskaitas, paskirstysi kaštus ir užtikrinsi duomenų tikslumą.
Rinksi ir analizuosi KPI rodiklius, atnaujinsi ataskaitas.
Registruosi ir nagrinėsi pretenzijas, valdysi terminus ir kompensacijas.
Rengsi ir analizuosi mėnesinius duomenis, importuosi juos į apskaitos sistemas.
Tikrinsi, derinsi ir teiksi sąskaitas buhalterijai, rūpinsiesi POD dokumentacija.
Prižiūrėsi duomenų bazes, rengsi ataskaitas ir stebėsi rodiklius.
Bendradarbiausi su komandomis ir partneriais, spręsi operacines problemas.
Prisidėsi prie procesų tobulinimo, dalyvausi audituose ir vykdysi kitas užduotis.
Tikimės, kad Tu:
Turi logistikos, transporto ir tiekimo grandinės procesų išmanymą.
Esi dirbęs su apskaitos ir duomenų valdymo sistemomis (pvz., ERP/AX, SharePoint).
Gerai valdai Excel ir gebi dirbti su dideliais duomenų kiekiais.
Pasižymi analitiniu mąstymu – tikrini duomenis, analizuoji kaštus, identifikuoji neatitikimus.
Gebėsi užtikrinti duomenų tikslumą ir laikytis terminų.
Greitai sprendi problemas ir efektyviai reaguoji į nestandartines situacijas.
Lengvai bendrauji ir bendradarbiauji su komandomis bei partneriais tiek lietuvių, tiek anglų kalba.
Turi patirties pretenzijų administravime ir kokybės kontrolėje (privalumas).
Gebėsi rengti ataskaitas, dokumentaciją ir prisidėti prie procesų standartizavimo.
Mes siūlome:
Lanksčią darbo aplinką
Dirbame hibridiniu būdu – deriname darbą iš biuro ir namų. Taip pat suteikiame galimybę iki 30 dienų per metus dirbti iš bet kurios Europos Sąjungos šalies.
Profesinio augimo galimybes
Mentorystės programa, mokymai, konferencijos, „Community hours“ susitikimai, karjeros galimybės grupės viduje.
Dėmesį savijautai
papildomas sveikatos draudimas ir galimybė naudotis emocinės sveikatos specialistų pagalba per visipsichologai.lt.
Bendruomenės iniciatyvos ir prasmingas įsitraukimas – iššūkiai, sporto/komandinės veiklos, VIP ložė „Žalgirio arenoje“, dalyvavimas socialiniuose projektuose.
Patirtį atitinkantį atlygį
Siūlomas darbo užmokestis nuo 1900 EUR neatskaičius mokesčių.
Atlyginimas
Nuo 1900
                                €/mėn.
                                neatskaičius mokesčių
Siūlomas darbo užmokestis nuo 1900 EUR neatskaičius mokesčių.",https://www.cvbankas.lt/transporto-operaciju-koordinatorius-e-darbas-su-kurjeriais-kaune/1-13787217,2026-04-16,2026-05-16,Logistika / Transportas,,ACTIVE
Ekspedicijos vadybininkė / vadybininkas,"Leverana, UAB",Vilnius,1200,2000,"Darbo pobūdis
Tarptautinių krovinių pervežimų organizavimas, jų kontrolė bei valdymas;
Krovinių ekspedijavimas;
Aktyvus transporto paslaugų pardavimas;
Naujų klientų bei vežėjų paieška, ryšių su esamais klientais bei vežėjais palaikymas;
Sutarčių ruošimas ir sudarymas;
Dokumentacijos / duomenų tvarkymas.
Reikalavimai darbuotojui
Aukštasis išsilavinimas;
Privalumas būtų bent 1 metų darbo patirtis ekspedicijos vadybininko (-ės), logistikos vadybininko (-ės), logistikos paslaugų pardavimų vadybininko (-ės) ar kitoje panašioje pozicijoje;
Geros anglų kalbos žinios (lenkų bei rusų kalba būtų privalumas);
Patirtis dirbant su klientų pritraukimu laikytume privalumu;
Komunikabilumas, geri derybiniai įgūdžiai;
Kruopštumas, atsakingumas, darbštumas;
Vidinė motyvacija, iniciatyvumas, noras mokytis ir tobulėti;
Savarankiškumas ir gebėjimas priimti sprendimus.
Įmonė siūlo
Galimybę dirbti su savo srities specialistais su ilga darbo patirtimi šioje sferoje;
Galimybę augti nuolat besikeičiančioje, dinamiškoje aplinkoje;
Karjeros galimybės;
Profesinio ir asmeninio tobulėjimo galimybes;
Kursus, mokymus;
Galimybę realizuoti savo idėjas ir inovatyvius sprendimus;
Motyvuojančius priedus už pasiektus rezultatus.
Darbo ir laisvalaikio balansas
Galimybė dirbti nuotoliniu būdu
Biuras
Žaidimų konsolės
Transportas
Nemokamas automobilio parkingas
Kiti privalumai
Telefonas asmeniniam naudojimui
Kompiuteris asmeniniam naudojimui
Atlyginimas
1200-2000
                                €/mėn.
                                į rankas",https://www.cvbankas.lt/ekspedicijos-vadybininke-vadybininkas-vilniuje/1-13786969,2026-04-16,2026-05-16,Logistika / Transportas,,ACTIVE
Vairuotojas (-a) (sunkiasvorių ir negabaritinių krovinių),KAMIDA GROUP įmonių grupė,Kaunas,1800,3500,"Ką veiksi pas mus?
Būsi atsakingas už sunkiasvorių ir nestandartinių krovinių pervežimą Lietuvoje ir už jos ribų (vakarų Europa)
Ko tikimės iš tavęs?
CE kategorija, E95 kodas, skaitmeninė vairuotojo kortelė (BŪTINA);
Analogiško darbo patirtis būtų didelis privalumas;
TR1, TR2, SM, SZ kategorijų turėjimas didelis privalumas;
Komunikabilumas, savarankiškumas ir greita orientacija.
Įmonė siūlo
Derinamą darbo grafiką;
Draugišką ir palaikančią komandą;
Papildomus priedus už pasiektus rezultatus.
Susisiekime
Tel. +370 655 50523 Gediminas
Tel. +370 658 31364 Arnoldas
el.paštu:
Atlyginimas
1800-3500
                                €/mėn.
                                į rankas",https://www.cvbankas.lt/vairuotojas-a-sunkiasvoriu-ir-negabaritiniu-kroviniu-kaune/1-13194284,2026-04-16,2026-05-16,Logistika / Transportas,,ACTIVE
GRUPINIŲ KROVINIŲ OPERACIJŲ VADYBININKAS (-Ė) DARBUI SU SUOMIJOS RINKA,UAB Emplonet,Vilnius,1800,2200,"Darbo pobūdis:
Dalinių krovinių surinkimas, ratinių mašinų užkrovimas;
Krovinių gabenimo organizavimas į/iš Suomiją;
Krovinių judėjimo koordinavimas ir maršrutų planavimas;
Vairuotojų kontrolė;
Naujų vežėjų paieška;
Komunikacija su klientais ir vežėjais;
Galimų problemų identifikavimas ir sprendimas;
Glaudus bendradarbiavimas su kolegomis.
Reikalavimai:
Bent 3 metų patirtis dirbant ekspedijavimo srityje su daliniais kroviniais (patirtis dirbant su Suomijos rinka – privalumas);
Labai geros anglų kalbos žinios (nuo B2 lygio), skandinavų kalbų žinios - privalumas;
Geri kompiuteriniai įgūdžiai;
Greita orientacija ir atsakingas požiūris į darbą;
Puikūs komunikaciniai įgūdžiai, savarankiškumas ir organizuotumas;
Aukštasis išsilavinimas – privalumas.
Įmonė siūlo:
Papildomus priedus už pasiektus rezultatus;
Perks.lt siūlomas nuolaidas;
Automobilio parkavimo vietą;
Komandos formavimo veiklas;
Papildomą apmokamą atostogų dieną gimtadienio proga.
Atlyginimas
1800-2200
                                €/mėn.
                                į rankas",https://www.cvbankas.lt/grupiniu-kroviniu-operaciju-vadybininkas-e-darbui-su-suomijos-rinka-vilniuje/1-13786727,2026-04-16,2026-05-16,Logistika / Transportas,,ACTIVE
PRAKTIKANTAS (-Ė),BTL Group,Kaunas,,,"Apie mus:
Esame vieni žinomiausių ir aktyviausių rinkos žaidėjų transporto srityje. Mūsų ilgametė patirtis rinkoje užtikrina puikias sąlygas klientams bei darbuotojams pasiekti rezultatus. Šiuo metu aktyviai plečiamės įmonės mastu, kviečiame
PRAKTIKANTUS (-ES)
prisijungti prie komandos.
Galime pasiūlyti praktiką transporto, ekspedicijos, personalo, buhalterijos, transporto išlaidų, teisės ir kituose skyriuose.
Praktikos pobūdis:
Susipažinimas su transporto-logistika ir įvairių skyrių darbo ypatumais;
Ekspedicijoje ar nuosavo transporto skyriuose - susipažinimas su krovinių paieška biržose, vilkikų planavimu, užsakymų suvedimu ir kt.;
Personalo skyriuje - susipažinimas su atrankos procesu, įdarbinimo ir išdarbinimo procesu, suteikiamos teorinės ir praktinės žinios bendravimui su kandidatais ir kt.;
Transporto valdymo (vilkikų koordinavimas) skyriuose - susipažįstama su maršrutų planavimo ypatumais, dokumentacijos pateikimu ir kt.
Praktikos galimybes turime įvairiuose skyriuose, tad atsižvelgiama į tai, kuri sritis labiausiai domina praktikos atlikimui.
Reikalavimai:
Anglų kalbos įgūdžiai raštu ir žodžiu (nuo B2 lygmens);
Motyvacija ir atsakingas požiūris į atliekamas užduotis;
Rusų kalbos mokėjimas - privalumas (transporto valdymo praktikos pozicijoje), tačiau nėra būtina kitose.
Įmonė siūlo:
Praktiką stiprioje, draugiškoje ir įkvepiančioje komandoje, suteikiančioje galimybę įgyti vertingų praktinių žinių bei patirties iš patyrusių savo srities profesionalų;
Profesinio tobulėjimo galimybes ir vertingas rekomendacijos tolimesnei karjerai;
Lanksčias praktikos valandas ir galimybę derinti praktiką su studijomis.
Praktika nėra apmokama.",https://www.cvbankas.lt/praktikantas-e-kaune/1-13346193,2026-04-16,2026-05-16,Logistika / Transportas,FULL_TIME,ACTIVE
LOGISTICS SPECIALIST (MATERIAL PLANNING) GERMAN LANGUAGE (M/F/D),UAB „HELLA Lithuania“,Kaunas,2700,2900,"Job description
Logistics Specialist (Material Planning) is checking requirement notices regarding the quantities, dates and descriptions with the support of the system in clearly defined contexts. As well planning, controlling and monitoring complex deliveries of a comprehensive range of purchased parts according to requirements and schedule.
Define and guarantee economical order quantities according to given planning rules. Check incoming order confirmations, clarify differences in agreement with internal posts and supplier as well trigger orders and deadline inquiries;
Update logistics material master data, take into account defined targets (e.g. safety stock level) for purchased parts in agreement with internal posts;
Check safety stock levels, batch sizes, lead times and correcting the stored data;
Involve in the optimization of the supply chain within the context of departmental specifications;
Trigger orders and deadline inquiries. Prepare solution measures in the event of supply bottlenecks in cooperation with internal posts, suppliers;
Check incoming order confirmations, clarifying differences in agreement with internal posts and supplier.
Requirements
University degree in industrial engineering in the field of logistics or mechanical engineering;
Relevant experience in supply chain management, operational plant logistics or project management;
Knowledge of the MM, WM, and PP SAP modules or similar ERP system would be an advantage;
Good command of written and spoken German;
Good English skills;
Purposeful and structured work approach, the ability to assert yourself well and a hands-on mentality, a highly committed and proactive attitude;
Demonstrates proactive behavior and strong communication skills, actively anticipating material shortages, escalating risks in a timely manner.
WHAT WE OFFER
Professional and personal development opportunities, career prospects in a rapidly growing international company;
Professional and friendly team, great attention to internal communication;
A modern, ergonomic work environment that meets the highest safety standards;
Modernly equipped dining and relaxation areas, discount for fresh and healthy food in the company's canteen, 24/7 snacks station, fragrant coffee and tea
Extensive motivational package (company events, sports activities, vaccinations, discounts offered by partners, etc.);
Free electric carcharging station / partial compensation for public transport from Kaunas city (transport scheduleis adjusted to administration & shift working hours).
Salary
2700-2900
                                €/mon.
                                gross",https://www.cvbankas.lt/logistics-specialist-material-planning-german-language-m-f-d-kaune/1-13784975,2026-04-15,2026-05-15,Logistika / Transportas,,ACTIVE
